Number,Name,Position,Age,Height,Weight,Experience,College,Team,Side,Salary,Salary in Milions
5,Bradley Pinion,P,23,77,229,3,Clemson,49ers,Special Teams,615000,0.615
2,Rigoberto Sanchez,P,23,71,195,0,Hawai'i,Colts,Special Teams,465000,0.465
16,Matt Haack,P,23,73,205,0,Arizona State,Dolphins,Special Teams,465000,0.465
6,Nick Rose,PK,23,74,200,1,Texas,Chargers,Special Teams,300882,0.300882
2,Aldrick Rosas,PK,23,74,221,1,Southern Oregon,Giants,Special Teams,465000,0.465
3,Wil Lutz,PK,23,71,184,2,Georgia State,Saints,Special Teams,540000,0.54
4,Jake Elliott,PK,23,69,170,0,Memphis,Eagles,Special Teams,465000,0.465
12,Paxton Lynch,QB,23,79,244,2,Memphis,Broncos,Offense,880741,0.880741
16,Jared Goff,QB,23,76,223,2,California,Rams,Offense,1719894,1.719894
10,Mitchell Trubisky,QB,23,75,222,0,North Carolina,Bears,Offense,NA,NA
2,Nathan Peterman,QB,23,74,225,0,Pittsburgh,Bills,Offense,465000,0.465
5,Davis Webb,QB,23,77,230,0,California,Giants,Offense,NA,NA
5,Joshua Dobbs,QB,23,75,216,0,Tennessee,Steelers,Offense,NA,NA
1,Kyle Sloter,QB,23,76,218,0,Northern Colorado,Vikings,Offense,NA,NA
34,Byron Marshall,RB,23,69,201,1,Oregon,Redskins,Offense,222353,0.222353
24,Jordan Howard,RB,23,73,224,2,Indiana,Bears,Offense,540000,0.54
25,Peyton Barber,RB,23,71,225,2,Auburn,Buccaneers,Offense,540000,0.54
28,Paul Perkins,RB,23,71,213,2,UCLA,Giants,Offense,540000,0.54
36,Dwayne Washington,RB,23,73,223,2,Washington,Lions,Offense,540000,0.54
34,Alex Collins,RB,23,70,210,2,Arkansas,Ravens,Offense,508235,0.508235
--,Keith Marshall,RB,23,71,222,2,Georgia,Redskins,Offense,NA,NA
27,Jonathan Williams,RB,23,73,223,2,Arkansas,Saints,Offense,NA,NA
22,C.J. Prosise,RB,23,73,225,2,Notre Dame,Seahawks,Offense,565000,0.565
30,Todd Gurley II,RB,23,73,227,3,Georgia,Rams,Offense,NA,NA
39,Jarveon Williams,RB,23,69,205,0,UT San Antonio,Bengals,Offense,82059,0.082059
27,Matthew Dayes,RB,23,68,205,0,NC State,Browns,Offense,465000,0.465
22,T.J. Logan,RB,23,70,196,0,North Carolina,Cardinals,Offense,NA,NA
38,De'Veon Smith,RB,23,71,221,0,Michigan,Dolphins,Offense,136765,0.136765
30,Corey Clement,RB,23,70,220,0,Wisconsin,Eagles,Offense,465000,0.465
34,Donnel Pumphrey,RB,23,69,176,0,San Diego State,Eagles,Offense,NA,NA
22,Wayne Gallman,RB,23,73,210,0,Clemson,Giants,Offense,465000,0.465
27,Leonard Fournette,RB,23,73,228,0,LSU,Jaguars,Offense,465000,0.465
25,Elijah McGuire,RB,23,69,214,0,Louisiana,Jets,Offense,465000,0.465
32,Devante Mays,RB,23,70,230,0,Utah State,Packers,Offense,465000,0.465
33,Aaron Jones,RB,23,69,208,0,UTEP,Packers,Offense,465000,0.465
48,Dare Ogunbowale,RB,23,70,205,0,Wisconsin,Redskins,Offense,54706,0.054706
33,Trey Edmunds,RB,23,73,223,0,Maryland,Saints,Offense,465000,0.465
32,Chris Carson,RB,23,71,218,0,Oklahoma State,Seahawks,Offense,465000,0.465
28,Khalfani Muhammad,RB,23,67,174,0,California,Titans,Offense,NA,NA
34,Harlan Miller,S,23,73,182,1,Southeastern Louisiana,Cardinals,Defense,319118,0.319118
43,Trae Elston,S,23,71,190,1,Ole Miss,Dolphins,Defense,465000,0.465
45,Tyvis Powell,S,23,74,211,2,Ohio State,49ers,Defense,95294,0.095294
34,Will Parks,S,23,73,194,2,Arizona,Broncos,Defense,540000,0.54
35,Kavon Frazier,S,23,73,220,2,Central Michigan,Cowboys,Defense,540000,0.54
26,Jarrod Wilson,S,23,74,210,2,Michigan,Jaguars,Defense,540000,0.54
29,Kentrell Brice,S,23,71,200,2,Louisiana Tech,Packers,Defense,540000,0.54
41,Marqui Christian,S,23,71,200,2,Midwestern State,Rams,Defense,540000,0.54
48,Vonn Bell,S,23,71,205,2,Ohio State,Saints,Defense,630559,0.630559
27,Jayron Kearse,S,23,76,215,2,Clemson,Vikings,Defense,540000,0.54
43,Chanceller James,S,23,74,208,0,Boise State,49ers,Defense,NA,NA
40,Brandon Wilson,S,23,70,199,0,Houston,Bengals,Defense,218824,0.218824
20,Jamal Carter,S,23,73,215,0,Miami,Broncos,Defense,465000,0.465
30,Rudy Ford,S,23,71,204,0,Auburn,Cardinals,Defense,465000,0.465
27,Josh Jones,S,23,73,220,0,NC State,Packers,Defense,465000,0.465
36,Demetrious Cox,S,23,73,200,0,Michigan State,Panthers,Defense,465000,0.465
20,Obi Melifonwu,S,23,76,224,0,Connecticut,Raiders,Defense,348000,0.348
26,Shalom Luani,S,23,71,202,0,Washington State,Raiders,Defense,465000,0.465
37,Fish Smithson,S,23,70,196,0,Kansas,Redskins,Defense,54706,0.054706
33,Tedric Thompson,S,23,73,204,0,Colorado,Seahawks,Defense,465000,0.465
45,Garrett Griffin,TE,23,76,240,1,Air Force,Saints,Offense,136765,0.136765
84,Ben Braunecker,TE,23,76,252,2,Harvard,Bears,Offense,254120,0.25412
86,Hunter Henry,TE,23,77,250,2,Arkansas,Chargers,Offense,740014,0.740014
81,Austin Hooper,TE,23,75,254,2,Stanford,Falcons,Offense,540000,0.54
87,Maxx Williams,TE,23,76,257,3,Minnesota,Ravens,Offense,803431,0.803431
81,Jesse James,TE,23,79,261,3,Penn State,Steelers,Offense,615000,0.615
83,Cole Hikutini,TE,23,76,247,0,Louisville,49ers,Offense,328235,0.328235
87,Adam Shaheen,TE,23,77,270,0,Ashland,Bears,Offense,465000,0.465
80,O.J. Howard,TE,23,78,251,0,Alabama,Buccaneers,Offense,465000,0.465
47,Darrell Daniels,TE,23,75,246,0,Washington,Colts,Offense,465000,0.465
89,Blake Jarwin,TE,23,77,260,0,Oklahoma State,Cowboys,Offense,273530,0.27353
85,Eric Saubert,TE,23,77,253,0,Drake,Falcons,Offense,465000,0.465
88,Evan Engram,TE,23,75,240,0,Ole Miss,Giants,Offense,465000,0.465
86,Jordan Leggett,TE,23,77,258,0,Clemson,Jets,Offense,NA,NA
80,Michael Roberts,TE,23,76,265,0,Toledo,Lions,Offense,465000,0.465
86,Emanuel Byrd,TE,23,74,236,0,Marshall,Packers,Offense,27353,0.027353
81,Pharaoh Brown,TE,23,77,246,0,Oregon,Raiders,Offense,54706,0.054706
81,Gerald Everett,TE,23,75,245,0,South Alabama,Rams,Offense,465000,0.465
87,Jeremy Sprinkle,TE,23,77,252,0,Arkansas,Redskins,Offense,465000,0.465
46,Tyrone Swoopes,TE,23,75,254,0,Texas,Seahawks,Offense,NA,NA
13,Max McCaffrey,WR,23,74,200,1,Duke,49ers,Offense,465000,0.465
14,Marcus Johnson,WR,23,73,204,1,Texas,Eagles,Offense,465000,0.465
80,Darius Powe,WR,23,74,218,1,California,Giants,Offense,127059,0.127059
84,Hunter Sharp,WR,23,71,198,1,Utah State,Giants,Offense,300883,0.300883
85,Jaydon Mickens,WR,23,70,175,1,Washington,Jaguars,Offense,300883,0.300883
17,Andy Jones,WR,23,73,220,1,Jacksonville,Lions,Offense,54706,0.054706
83,Tyler Boyd,WR,23,74,197,2,Pittsburgh,Bengals,Offense,643589,0.643589
16,Cody Core,WR,23,75,214,2,Ole Miss,Bengals,Offense,540000,0.54
19,Corey Coleman,WR,23,71,185,2,Baylor,Browns,Offense,979773,0.979773
81,Rashard Higgins,WR,23,73,198,2,Colorado State,Browns,Offense,508224,0.508224
80,Ricardo Louis,WR,23,74,215,2,Auburn,Browns,Offense,540000,0.54
10,Tyreek Hill,WR,23,70,185,2,West Alabama,Chiefs,Offense,540000,0.54
14,Demarcus Robinson,WR,23,73,203,2,Florida,Chiefs,Offense,540000,0.54
83,Kalif Raymond,WR,23,69,160,2,Holy Cross,Giants,Offense,222353,0.222353
86,Marquis Bundy,WR,23,76,215,2,New Mexico,Giants,Offense,31765,0.031765
87,Sterling Shepard,WR,23,70,201,2,Oklahoma,Giants,Offense,720208,0.720208
88,Michael Thomas,WR,23,73,195,2,Southern Mississippi,Rams,Offense,1797000,1.797
15,Will Fuller V,WR,23,73,185,2,Notre Dame,Texans,Offense,NA,NA
19,Tajae Sharpe,WR,23,74,194,2,UMass,Titans,Offense,NA,NA
17,Devin Funchess,WR,23,76,225,3,Michigan,Panthers,Offense,836900,0.8369
89,Amari Cooper,WR,23,73,210,3,Alabama,Raiders,Offense,615000,0.615
81,Trent Taylor,WR,23,68,178,0,Louisiana Tech,49ers,Offense,465000,0.465
15,John Ross,WR,23,71,190,0,Washington,Bengals,Offense,465000,0.465
11,Carlos Henderson,WR,23,71,198,0,Louisiana Tech,Broncos,Offense,NA,NA
85,Bobo Wilson,WR,23,69,186,0,Florida State,Buccaneers,Offense,NA,NA
16,Chad Williams,WR,23,73,204,0,Grambling,Cardinals,Offense,465000,0.465
81,Mike Williams,WR,23,75,220,0,Clemson,Chargers,Offense,465000,0.465
10,Ryan Switzer,WR,23,68,185,0,North Carolina,Cowboys,Offense,465000,0.465
18,Shelton Gibson,WR,23,71,191,0,West Virginia,Eagles,Offense,465000,0.465
82,Keeon Johnson,WR,23,75,216,0,Virginia,Giants,Offense,NA,NA
16,Chad Hansen,WR,23,73,202,0,California,Jets,Offense,465000,0.465
19,Isaac Whitney,WR,23,74,204,0,USC,Raiders,Offense,136765,0.136765
6,Tim White,WR,23,70,181,0,Arizona State,Ravens,Offense,NA,NA
83,David Moore,WR,23,73,219,0,East Central,Seahawks,Offense,164118,0.164118
14,Chris Thompson,WR,23,73,170,0,Florida,Texans,Offense,382942,0.382942
16,Deante Gray,WR,23,70,174,0,TCU,Texans,Offense,NA,NA
84,Corey Davis,WR,23,75,209,0,Western Michigan,Titans,Offense,465000,0.465
13,Stacy Coley,WR,23,73,195,0,Miami,Vikings,Offense,465000,0.465
85,Dan Arnold,WR,22,78,220,0,Wisconsin-Platteville,Saints,Offense,NA,NA
60,Brandon Kublanow,C,22,74,300,0,Georgia,Ravens,Offense,NA,NA
63,Cameron Tom,C,22,76,287,0,Southern Mississippi,Saints,Offense,NA,NA
28,Vernon Hargreaves III,CB,22,70,204,2,Florida,Buccaneers,Defense,NA,NA
29,Kendall Fuller,CB,22,71,198,2,Virginia Tech,Chiefs,Defense,557500,0.5575
24,Eli Apple,CB,22,73,201,2,Ohio State,Giants,Defense,1138742,1.138742
36,Rashard Robinson,CB,22,73,177,2,LSU,Jets,Defense,540000,0.54
26,Daryl Worley,CB,22,73,205,2,West Virginia,Panthers,Defense,560000,0.56
25,Artie Burns,CB,22,73,197,2,Miami,Steelers,Defense,885954,0.885954
23,Ahkello Witherspoon,CB,22,74,195,0,Colorado,49ers,Defense,465000,0.465
41,Breon Borders,CB,22,73,189,0,Duke,Bills,Defense,82059,0.082059
23,Howard Wilson,CB,22,73,184,0,Houston,Browns,Defense,NA,NA
42,Kenny Moore II,CB,22,69,179,0,Valdosta State,Colts,Defense,NA,NA
27,Jourdan Lewis,CB,22,70,195,0,Michigan,Cowboys,Defense,465000,0.465
33,Chidobe Awuzie,CB,22,71,202,0,Colorado,Cowboys,Defense,465000,0.465
33,Torry McTyer,CB,22,71,184,0,UNLV,Dolphins,Defense,465000,0.465
31,Jalen Myrick,CB,22,70,200,0,Minnesota,Jaguars,Defense,465000,0.465
30,Teez Tabor,CB,22,73,201,0,Florida,Lions,Defense,465000,0.465
39,Jamal Agnew,CB,22,70,190,0,San Diego,Lions,Defense,465000,0.465
20,Kevin King,CB,22,75,200,0,Washington,Packers,Defense,465000,0.465
32,Cole Luke,CB,22,71,200,0,Notre Dame,Panthers,Defense,NA,NA
22,Gareon Conley,CB,22,73,195,0,Ohio State,Raiders,Defense,465000,0.465
26,Shaquill Griffin,CB,22,73,198,0,UCF,Seahawks,Defense,465000,0.465
34,Cameron Sutton,CB,22,71,188,0,Tennessee,Steelers,Defense,348000,0.348
25,Adoree' Jackson,CB,22,71,185,0,USC,Titans,Defense,465000,0.465
43,Kai Nacua,DB,22,73,205,0,BYU,Browns,Defense,465000,0.465
99,Joey Bosa,DE,22,77,280,2,Ohio State,Chargers,Defense,540000,0.54
78,Romeo Okwara,DE,22,76,271,2,Notre Dame,Giants,Defense,540000,0.54
91,Yannick Ngakoue,DE,22,74,246,2,Maryland,Jaguars,Defense,605041,0.605041
94,Solomon Thomas,DE,22,74,256,0,Stanford,49ers,Defense,465000,0.465
75,Jordan Willis,DE,22,76,260,0,Kansas State,Bengals,Defense,465000,0.465
95,Myles Garrett,DE,22,76,272,0,Texas A&M,Browns,Defense,465000,0.465
98,Isaac Rochell,DE,22,75,280,0,Notre Dame,Chargers,Defense,82059,0.082059
66,Lewis Neal,DE,22,73,280,0,LSU,Cowboys,Defense,218824,0.218824
90,Charles Harris,DE,22,75,250,0,Missouri,Dolphins,Defense,465000,0.465
98,Takkarist McKinley,DE,22,74,250,0,UCLA,Falcons,Defense,465000,0.465
94,Dawuane Smoot,DE,22,75,264,0,Illinois,Jaguars,Defense,465000,0.465
94,Daeshon Hall,DE,22,77,265,0,Texas A&M,Panthers,Defense,465000,0.465
97,Al-Quadin Muhammad,DE,22,75,250,0,Miami,Saints,Defense,465000,0.465
90,Tashawn Bower,DE,22,76,250,0,LSU,Vikings,Defense,465000,0.465
99,Andrew Billings,DT,22,73,325,2,Baylor,Bengals,Defense,465000,0.465
96,Maliek Collins,DT,22,74,308,2,Nebraska,Cowboys,Defense,612500,0.6125
91,A'Shawn Robinson,DT,22,76,322,2,Alabama,Lions,Defense,687892,0.687892
97,Kenny Clark,DT,22,75,314,2,UCLA,Packers,Defense,875529,0.875529
98,Elijah Qualls,DT,22,73,321,0,Washington,Eagles,Defense,465000,0.465
90,Montravius Adams,DT,22,75,304,0,Auburn,Packers,Defense,465000,0.465
64,Sean Harlow,G,22,76,284,0,Oregon State,Falcons,Offense,NA,NA
71,Damien Mama,G,22,75,342,0,USC,Giants,Offense,NA,NA
77,Ethan Pocic,G,22,78,309,0,LSU,Seahawks,Offense,465000,0.465
54,Jaylon Smith,LB,22,74,245,1,Notre Dame,Cowboys,Defense,745226,0.745226
54,Dominique Alexander,LB,22,73,235,2,Oklahoma,Browns,Defense,540000,0.54
44,Myles Jack,LB,22,73,244,2,UCLA,Jaguars,Defense,737929,0.737929
50,Anthony Walker,LB,22,73,242,0,Northwestern,Colts,Defense,465000,0.465
52,Tre'Von Johnson,LB,22,73,235,0,Weber State,Cowboys,Defense,NA,NA
52,Raekwon McMillan,LB,22,74,248,0,Ohio State,Dolphins,Defense,NA,NA
47,Nathan Gerry,LB,22,74,218,0,Nebraska,Eagles,Defense,300883,0.300883
50,Nicholas Morrow,LB,22,73,216,0,null,Raiders,Defense,465000,0.465
55,Marquel Lee,LB,22,75,235,0,Wake Forest,Raiders,Defense,465000,0.465
50,Samson Ebukam,LB,22,75,240,0,Eastern Washington,Rams,Defense,465000,0.465
54,Tyus Bowser,LB,22,74,240,0,Houston,Ravens,Defense,465000,0.465
99,Keion Adams,LB,22,74,245,0,Western Michigan,Steelers,Defense,NA,NA
55,Jayon Brown,LB,22,71,226,0,UCLA,Titans,Defense,465000,0.465
68,Elijah Wilkinson,OT,22,76,329,0,UMass,Broncos,Offense,300883,0.300883
78,Roderick Johnson,OT,22,78,300,0,Florida State,Browns,Offense,NA,NA
72,Eric Smith,OT,22,76,321,0,Virginia,Dolphins,Offense,NA,NA
74,Cam Robinson,OT,22,78,320,0,Alabama,Jaguars,Offense,465000,0.465
71,David Sharpe,OT,22,78,343,0,Florida,Raiders,Offense,465000,0.465
5,Zane Gonzalez,PK,22,73,202,0,Arizona State,Browns,Special Teams,465000,0.465
7,Harrison Butker,PK,22,75,205,0,Georgia Tech,Chiefs,Special Teams,382941,0.382941
5,Christian Hackenberg,QB,22,76,228,2,Penn State,Jets,Offense,NA,NA
7,DeShone Kizer,QB,22,76,233,0,Notre Dame,Browns,Offense,465000,0.465
15,Patrick Mahomes,QB,22,74,230,0,Texas Tech,Chiefs,Offense,465000,0.465
9,Brad Kaaya,QB,22,76,215,0,Miami,Colts,Offense,NA,NA
4,Deshaun Watson,QB,22,74,215,0,Clemson,Texans,Offense,465000,0.465
21,Ezekiel Elliott,RB,22,73,228,2,Ohio State,Cowboys,Offense,1584379,1.584379
22,Matt Breida,RB,22,70,190,0,Georgia Southern,49ers,Offense,465000,0.465
33,Jeremy McNichols,RB,22,69,214,0,Boise State,49ers,Offense,136765,0.136765
29,Tarik Cohen,RB,22,66,181,0,North Carolina A&T,Bears,Offense,465000,0.465
23,Brian Hill,RB,22,73,219,0,Wyoming,Bengals,Offense,465000,0.465
30,Austin Ekeler,RB,22,69,200,0,Western State,Chargers,Offense,465000,0.465
27,Kareem Hunt,RB,22,70,216,0,Toledo,Chiefs,Offense,465000,0.465
39,Jahad Thomas,RB,22,70,190,0,Temple,Jets,Offense,NA,NA
30,Jamaal Williams,RB,22,73,213,0,BYU,Packers,Offense,465000,0.465
33,Justin Davis,RB,22,73,198,0,USC,Rams,Offense,465000,0.465
32,Samaje Perine,RB,22,70,236,0,Oklahoma,Redskins,Offense,465000,0.465
46,LeShun Daniels Jr.,RB,22,71,225,0,Iowa,Redskins,Offense,NA,NA
41,Alvin Kamara,RB,22,70,215,0,Tennessee,Saints,Offense,465000,0.465
30,James Conner,RB,22,73,233,0,Pittsburgh,Steelers,Offense,465000,0.465
33,Dalvin Cook,RB,22,70,210,0,Florida State,Vikings,Offense,465000,0.465
32,T.J. Green,S,22,75,211,2,Clemson,Colts,Defense,639420,0.63942
22,Keanu Neal,S,22,73,211,2,Florida,Falcons,Defense,938075,0.938075
22,Jabrill Peppers,S,22,71,213,0,Michigan,Browns,Defense,465000,0.465
21,Justin Evans,S,22,73,199,0,Texas A&M,Buccaneers,Defense,465000,0.465
36,Budda Baker,S,22,70,195,0,Washington,Cardinals,Defense,465000,0.465
25,Xavier Woods,S,22,71,202,0,Louisiana Tech,Cowboys,Defense,465000,0.465
41,Quincy Mauger,S,22,73,206,0,Georgia,Falcons,Defense,NA,NA
33,Jamal Adams,S,22,73,213,0,LSU,Jets,Defense,465000,0.465
43,John Johnson III,S,22,73,204,0,Boston College,Rams,Defense,NA,NA
36,Chuck Clark,S,22,73,210,0,Virginia Tech,Ravens,Defense,465000,0.465
35,Montae Nicholson,S,22,74,216,0,Michigan State,Redskins,Defense,465000,0.465
42,Delano Hill,S,22,73,216,0,Michigan,Seahawks,Defense,465000,0.465
83,Thomas Duarte,TE,22,74,244,2,UCLA,Dolphins,Offense,NA,NA
93,Keith Towbridge,TE,22,77,262,0,Louisville,Bills,Offense,NA,NA
86,Ricky Seals-Jones,TE,22,77,243,0,Texas A&M,Cardinals,Offense,410294,0.410294
81,Jonnu Smith,TE,22,75,248,0,Florida Intl,Titans,Offense,465000,0.465
10,Pharoh Cooper,WR,22,71,207,2,South Carolina,Rams,Offense,540000,0.54
11,Laquon Treadwell,WR,22,74,215,2,Ole Miss,Vikings,Offense,901590,0.90159
17,Victor Bolden Jr.,WR,22,68,178,0,Oregon State,49ers,Offense,NA,NA
84,Kendrick Bourne,WR,22,73,203,0,Eastern Washington,49ers,Offense,465000,0.465
16,Malachi Dupre,WR,22,74,196,0,LSU,Bills,Offense,NA,NA
11,Zay Jones,WR,22,74,200,0,East Carolina,Bills,Offense,465000,0.465
84,Isaiah McKenzie,WR,22,67,173,0,Georgia,Broncos,Offense,465000,0.465
81,Krishawn Hogan,WR,22,75,222,0,Marian,Colts,Offense,38294,0.038294
14,Lance Lenoir,WR,22,71,210,0,Western Illinois,Cowboys,Offense,NA,NA
85,Noah Brown,WR,22,74,225,0,Ohio State,Cowboys,Offense,465000,0.465
19,Travis Rudolph,WR,22,73,190,0,Florida State,Giants,Offense,328235,0.328235
89,Michael Clark,WR,22,78,217,0,Marshall,Packers,Offense,136765,0.136765
2,Fred Ross,WR,22,74,210,0,Mississippi State,Panthers,Offense,NA,NA
83,Josh Reynolds,WR,22,75,192,0,Texas A&M,Rams,Offense,465000,0.465
16,Quincy Adeboyejo,WR,22,75,197,0,Ole Miss,Ravens,Offense,27353,0.027353
19,Robert Davis,WR,22,74,217,0,Georgia State,Redskins,Offense,109412,0.109412
13,Taywan Taylor,WR,22,71,203,0,Western Kentucky,Titans,Offense,465000,0.465
31,Quincy Wilson,CB,21,73,206,0,Florida,Colts,Defense,465000,0.465
22,Sidney Jones,CB,21,73,181,0,Washington,Eagles,Defense,465000,0.465
29,Marlon Humphrey,CB,21,73,197,0,Alabama,Ravens,Defense,465000,0.465
23,Marshon Lattimore,CB,21,73,192,0,Ohio State,Saints,Defense,465000,0.465
96,Derek Barnett,DE,21,75,259,0,Tennessee,Eagles,Defense,465000,0.465
47,Elijah Lee,LB,21,74,229,0,Kansas State,49ers,Defense,437647,0.437647
28,Joe Mixon,RB,21,73,228,0,Oklahoma,Bengals,Offense,465000,0.465
25,Marlon Mack,RB,21,71,210,0,South Florida,Colts,Offense,465000,0.465
22,Christian McCaffrey,RB,21,71,205,0,Stanford,Panthers,Offense,465000,0.465
27,D'Onta Foreman,RB,21,73,235,0,Texas,Texans,Offense,465000,0.465
29,Malik Hooker,S,21,74,212,0,Ohio State,Colts,Defense,465000,0.465
43,Marcus Williams,S,21,73,195,0,Utah,Saints,Defense,2746000,2.746
85,David Njoku,TE,21,76,246,0,Miami,Browns,Offense,465000,0.465
80,Josh Malone,WR,21,74,208,0,Tennessee,Bengals,Offense,465000,0.465
12,Chris Godwin,WR,21,73,209,0,Penn State,Buccaneers,Offense,465000,0.465
15,Isaiah Ford,WR,21,74,195,0,Virginia Tech,Dolphins,Offense,NA,NA
10,Curtis Samuel,WR,21,71,195,0,Ohio State,Panthers,Offense,465000,0.465
19,JuJu Smith-Schuster,WR,21,73,215,0,USC,Steelers,Offense,465000,0.465
